1	0
2	5
3	0
4	0
5	0
6	0
7	6
8	0
9	6
10	16
11	0
12	3
13	6
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	1
38	12
39	11
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	174
73	0
74	0
75	0
76	0
77	0
78	4
79	0
80	0
81	2
82	0
83	0
84	5
85	52
86	69
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	1
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	4
104	0
105	0
106	0
107	1
108	3
109	0
110	28
111	21
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	4
127	0
128	0
129	0
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	1
141	0
142	1
143	0
144	0
145	1
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	2
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	14
180	0
181	0
182	2
183	0
184	8
185	0
186	0
187	3
188	0
189	0
190	7
191	53
192	12
193	0
194	33
195	0
196	0
197	0
198	18
199	7
200	0
201	0
202	0
203	2
204	0
205	0
206	7
207	0
208	0
209	0
210	1
211	0
212	65
213	0
214	0
215	0
216	0
217	19
218	24
219	4
220	0
221	395
222	1
223	2
224	0
225	0
226	2
227	70
228	0
229	0
230	6
231	0
232	0
233	0
234	0
235	4
236	5
237	14
238	0
239	0
240	4
241	11
242	0
243	0
244	0
245	8
246	8
247	3
248	13
249	0
250	0
251	0
252	0
253	0
254	5
255	0
256	9
257	0
258	2
259	0
260	23
261	0
262	0
263	0
264	0
265	1
266	0
267	0
268	5
269	0
270	0
271	0
272	0
273	0
274	14
275	0
276	9
277	0
278	0
279	0
280	0
281	0
282	0
283	5
284	6
285	40
286	0
287	2
288	83
289	0
290	0
291	1
292	0
293	35
294	0
295	4
296	8
297	2
298	82
299	0
300	0
301	0
302	0
303	4
304	0
305	1
306	0
307	25
308	0
309	0
310	0
311	7
312	0
313	0
314	0
315	5
316	0
317	1
318	15
319	0
320	0
321	0
322	0
323	7
324	0
325	0
326	0
327	3
328	55
329	0
330	0
331	0
332	0
333	0
334	0
335	7
336	0
337	0
338	0
339	0
340	18
341	0
342	17
343	2
344	0
345	0
346	0
347	0
348	0
349	0
350	13
351	6
352	2
353	73
354	6
355	0
356	4
357	0
358	0
359	0
360	0
361	6
362	0
363	56
364	41
365	1
366	0
367	0
368	0
369	34
370	5
371	12
372	0
373	11
374	118
375	16
376	4
377	0
378	191
379	0
380	63
381	5
382	0
383	39
384	0
385	1
386	2
387	0
388	0
389	0
390	0
391	7
392	0
393	0
394	0
395	0
396	0
397	59
398	0
399	0
400	3
401	0
402	0
403	2
404	6
405	0
406	1
407	0
408	0
409	29
410	0
411	17
412	0
413	0
414	0
415	1
416	147
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	7
431	7
432	1
433	0
434	1
435	0
436	0
437	5
438	0
439	65
440	0
441	0
442	0
443	0
444	0
445	4
446	0
447	0
448	0
449	0
450	1
451	0
452	0
453	29
454	1
455	12
456	0
457	17
458	0
459	3
460	104
461	0
462	1
463	0
464	0
465	218
466	3
467	8
468	7
469	0
470	0
471	0
472	269
473	0
474	0
475	0
476	0
477	0
478	0
479	20
480	0
481	2
482	0
483	0
484	0
485	7
486	0
487	0
488	0
489	27
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	5
498	0
499	0
500	0
501	0
502	0
503	39
504	24
505	4
506	70
507	0
508	11
509	0
510	0
511	0
512	20
513	9
514	0
515	12
516	0
517	0
518	9
519	22
520	1
521	0
522	0
523	66
524	0
525	0
526	0
527	0
528	22
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	2
546	0
547	0
548	51
549	0
550	0
551	3
552	0
553	0
554	0
555	36
556	24
557	84
558	0
559	41
